"Date","Price","Open","High","Low","Vol.","Change %"
"11/24/2023","51.95","51.95","52.25","51.90","643.14K","0.10%"
"11/23/2023","51.90","52.00","52.00","51.65","864.24K","-0.19%"
"11/22/2023","52.00","52.70","53.00","51.95","1.44M","-1.52%"
"11/21/2023","52.80","51.50","52.80","51.50","919.96K","2.52%"
"11/20/2023","51.50","52.10","52.30","51.50","1.84M","-1.15%"
"11/17/2023","52.10","52.75","52.80","52.10","1.49M","-0.19%"
"11/16/2023","52.20","52.30","52.90","52.05","1.22M","0.00%"
"11/15/2023","52.20","52.10","52.65","52.10","1.68M","0.00%"
"11/14/2023","52.20","52.55","52.85","52.20","916.78K","-0.67%"
"11/13/2023","52.55","52.50","52.90","52.35","256.36K","0.29%"
"11/10/2023","52.40","53.30","53.45","52.30","2.53M","-1.60%"
"11/09/2023","53.25","52.90","53.85","52.90","943.77K","0.09%"
"11/08/2023","53.20","52.75","53.40","52.50","1.55M","0.95%"
"11/07/2023","52.70","52.35","52.90","52.30","2.12M","0.67%"
"11/06/2023","52.35","52.20","52.55","52.00","623.96K","0.67%"
"11/03/2023","52.00","52.70","52.95","52.00","3.10M","-0.57%"
"10/31/2023","52.30","52.00","52.50","51.75","1.81M","0.58%"
"10/27/2023","52.00","52.10","52.40","51.85","794.24K","0.00%"
"10/26/2023","52.00","53.60","53.60","52.00","2.30M","-3.17%"
"10/25/2023","53.70","52.55","53.85","51.95","4.65M","2.97%"
"10/24/2023","52.15","52.40","52.45","52.05","517.16K","-1.32%"
"10/23/2023","52.85","51.90","52.85","51.85","975.73K","1.93%"
"10/20/2023","51.85","52.60","52.85","51.85","2.38M","-1.33%"
"10/19/2023","52.55","53.95","53.95","52.55","2.04M","-2.59%"
"10/18/2023","53.95","52.60","53.95","52.60","2.02M","2.96%"
"10/17/2023","52.40","53.00","53.50","52.40","1.31M","-0.95%"
"10/16/2023","52.90","53.85","53.90","52.90","622.86K","-1.86%"
"10/13/2023","53.90","53.80","54.30","53.55","958.69K","0.00%"
"10/12/2023","53.90","53.45","53.90","52.90","840.96K","0.84%"
"10/11/2023","53.45","52.20","53.45","52.05","1.84M","3.38%"
"10/10/2023","51.70","52.25","52.45","51.70","2.21M","-0.39%"
"10/09/2023","51.90","52.10","52.80","51.90","2.25M","-0.57%"
"10/06/2023","52.20","52.65","52.70","51.90","2.42M","-0.76%"
"10/05/2023","52.60","53.55","53.65","52.60","1.86M","-1.68%"
"10/04/2023","53.50","54.30","54.30","53.50","1.32M","-1.56%"
"10/03/2023","54.35","53.55","54.35","53.20","556.16K","1.21%"
"10/02/2023","53.70","54.00","54.10","53.05","1.61M","-0.56%"
"09/29/2023","54.00","54.65","54.85","53.60","1.90M","-0.28%"
"09/28/2023","54.15","54.00","54.65","54.00","783.65K","0.46%"
"09/27/2023","53.90","53.15","53.90","53.00","1.99M","1.51%"
"09/26/2023","53.10","53.40","53.90","53.10","2.13M","-0.56%"
"09/25/2023","53.40","53.50","54.00","53.30","725.02K","-0.19%"
"09/22/2023","53.50","53.50","53.60","53.10","1.98M","0.00%"
"09/21/2023","53.50","52.55","53.85","52.55","2.03M","1.81%"
"09/20/2023","52.55","52.50","52.90","52.00","2.22M","0.10%"
"09/19/2023","52.50","52.00","52.60","51.60","1.97M","0.96%"
"09/18/2023","52.00","53.40","54.20","52.00","3.05M","-2.07%"
"09/15/2023","53.10","54.35","54.55","53.10","1.57M","-2.48%"
"09/14/2023","54.45","54.55","54.75","54.15","906.25K","-1.00%"
"09/13/2023","55.00","55.60","55.60","54.35","1.30M","0.36%"
"09/12/2023","54.80","54.85","55.00","54.75","992.52K","-0.09%"
"09/11/2023","54.85","55.00","55.05","54.70","522.93K","-0.27%"
"09/08/2023","55.00","55.00","55.20","54.85","815.92K","0.00%"
"09/07/2023","55.00","55.00","55.25","54.80","1.36M","-0.90%"
"09/06/2023","55.50","55.75","55.85","55.30","685.48K","0.18%"
"09/05/2023","55.40","55.90","55.95","55.40","767.98K","-0.89%"
"09/04/2023","55.90","55.40","55.90","55.40","483.85K","0.90%"
"09/01/2023","55.40","55.20","55.65","55.00","1.27M","0.36%"
"08/31/2023","55.20","55.20","55.50","55.10","3.58M","0.36%"
"08/30/2023","55.00","54.75","55.45","54.75","1.42M","0.46%"
"08/29/2023","54.75","54.75","54.95","54.40","1.05M","0.00%"
"08/25/2023","54.75","54.80","55.00","54.50","1.12M","0.09%"
"08/24/2023","54.70","55.00","55.90","54.55","2.03M","0.46%"
"08/23/2023","54.45","55.70","55.75","54.40","1.61M","-2.24%"
"08/22/2023","55.70","56.95","56.95","55.35","1.99M","-2.19%"
"08/18/2023","56.95","57.00","57.05","56.25","1.23M","-0.35%"
"08/17/2023","57.15","57.20","57.40","56.75","1.80M","-0.09%"
"08/16/2023","57.20","56.90","57.45","56.55","1.26M","0.00%"
"08/15/2023","57.20","57.10","57.50","56.45","1.60M","-0.17%"
"08/14/2023","57.30","57.30","57.60","56.55","1.45M","0.17%"
"08/11/2023","57.20","57.05","57.65","57.00","1.05M","0.62%"
"08/10/2023","56.85","57.35","57.50","56.75","658.86K","-1.39%"
"08/09/2023","57.65","56.75","57.65","56.75","957.99K","1.59%"
"08/08/2023","56.75","57.00","57.70","56.65","582.65K","-0.44%"
"08/07/2023","57.00","56.55","57.25","56.30","1.54M","3.64%"
"08/04/2023","55.00","58.60","58.60","55.00","5.45M","-6.14%"
"08/03/2023","58.60","58.30","58.70","58.00","491.44K","1.03%"
"08/02/2023","58.00","58.65","59.00","57.95","2.91M","-1.11%"
"08/01/2023","58.65","58.95","58.95","57.75","1.27M","-2.25%"
"07/31/2023","60.00","57.80","60.00","56.60","3.53M","3.99%"
"07/28/2023","57.70","58.95","58.95","57.70","1.13M","-2.70%"
"07/27/2023","59.30","58.95","59.30","58.30","1.15M","0.51%"
"07/26/2023","59.00","59.35","59.35","58.05","1.24M","-0.76%"
"07/25/2023","59.45","57.60","59.75","57.60","2.70M","3.21%"
"07/24/2023","57.60","58.00","58.10","57.35","807.77K","-1.03%"
"07/21/2023","58.20","57.30","58.20","57.30","1.81M","1.66%"
"07/20/2023","57.25","56.05","57.45","56.00","1.32M","2.23%"
"07/19/2023","56.00","56.50","56.85","55.95","697.82K","-0.88%"
"07/18/2023","56.50","56.70","57.00","56.20","520.05K","-0.26%"
"07/17/2023","56.65","57.45","57.45","56.65","460.74K","-1.48%"
"07/14/2023","57.50","56.30","57.50","55.90","1.26M","0.09%"
"07/13/2023","57.45","55.10","57.45","55.10","2.15M","3.33%"
"07/12/2023","55.60","54.55","55.60","54.55","567.56K","2.96%"
"07/11/2023","54.00","54.00","54.70","54.00","718.84K","0.00%"
"07/10/2023","54.00","54.70","55.00","54.00","663.97K","-1.28%"
"07/07/2023","54.70","55.80","55.80","54.70","645.95K","-2.23%"
"07/06/2023","55.95","55.00","55.95","54.40","932.33K","1.73%"
"07/05/2023","55.00","55.40","55.40","54.25","1.24M","-0.72%"
"07/04/2023","55.40","54.85","55.60","54.85","483.37K","-0.27%"
"07/03/2023","55.55","55.70","55.85","54.70","856.67K","-0.27%"
"06/30/2023","55.70","56.20","56.20","55.05","1.56M","-0.89%"
"06/29/2023","56.20","55.20","56.20","54.90","1.69M","0.72%"
"06/27/2023","55.80","54.50","55.80","54.30","824.64K","1.45%"
"06/26/2023","55.00","53.75","55.95","53.50","2.66M","3.00%"
"06/23/2023","53.40","52.90","53.75","52.90","1.11M","0.95%"
"06/22/2023","52.90","53.00","53.40","52.55","2.03M","-0.19%"
"06/21/2023","53.00","53.80","54.05","52.45","5.97M","-2.39%"
"06/20/2023","54.30","53.15","54.30","52.80","2.63M","2.26%"
"06/19/2023","53.10","53.70","53.70","53.05","3.35M","-1.12%"
"06/16/2023","53.70","54.05","54.95","53.15","5.49M","-0.56%"
"06/15/2023","54.00","54.30","55.50","53.80","2.37M","-0.55%"
"06/14/2023","54.30","55.40","55.80","54.30","2.96M","-1.90%"
"06/13/2023","55.35","56.00","56.50","55.20","2.72M","-1.25%"
"06/09/2023","56.05","56.15","57.00","55.90","2.30M","-0.27%"
"06/08/2023","56.20","56.70","57.05","56.00","2.17M","-0.88%"
"06/07/2023","56.70","56.85","57.25","56.40","1.60M","-0.26%"
"06/06/2023","56.85","57.55","57.80","56.85","1.11M","-1.13%"
"06/05/2023","57.50","58.75","58.75","57.45","597.92K","-2.13%"
"06/02/2023","58.75","56.50","58.75","56.50","1.09M","3.98%"
"06/01/2023","56.50","57.55","57.65","56.40","882.93K","-1.91%"
"05/31/2023","57.60","57.15","57.60","56.10","5.93M","0.79%"
"05/30/2023","57.15","58.10","58.10","57.05","2.66M","-2.14%"
"05/29/2023","58.40","58.00","58.40","57.55","837.45K","0.43%"
"05/26/2023","58.15","58.80","58.80","57.55","1.29M","-1.27%"
"05/25/2023","58.90","59.30","59.30","58.65","942.09K","-0.67%"
"05/24/2023","59.30","59.50","59.80","59.05","973.79K","-0.34%"
"05/23/2023","59.50","59.00","59.65","59.00","1.56M","0.00%"
"05/22/2023","59.50","59.45","59.50","58.95","1.18M","0.00%"
"05/19/2023","59.50","58.75","59.80","58.75","1.74M","1.28%"
"05/18/2023","58.75","59.15","59.35","58.75","789.83K","-0.42%"
"05/17/2023","59.00","59.10","59.20","58.80","765.48K","0.00%"
"05/16/2023","59.00","58.80","59.90","58.65","1.44M","0.34%"
"05/15/2023","58.80","59.20","59.80","58.40","1.79M","-0.51%"
"05/12/2023","59.10","60.50","60.95","59.10","1.05M","-2.31%"
"05/11/2023","60.50","60.20","60.80","60.10","1.04M","0.50%"
"05/10/2023","60.20","59.95","60.20","59.80","1.29M","0.42%"
"05/09/2023","59.95","60.30","61.00","59.95","964.06K","-0.58%"
"05/08/2023","60.30","60.70","61.50","60.30","2.10M","0.00%"
"05/05/2023","60.30","59.00","60.30","59.00","2.53M","2.20%"
"05/04/2023","59.00","59.10","59.55","59.00","517.74K","-0.84%"
"05/03/2023","59.50","59.30","59.50","58.90","1.29M","0.17%"
"05/02/2023","59.40","58.90","59.70","58.80","1.21M","1.37%"
"04/28/2023","58.60","58.50","59.45","58.50","2.33M","0.34%"
"04/27/2023","58.40","58.30","59.20","58.30","444.99K","0.26%"
"04/26/2023","58.25","59.70","60.00","58.15","1.81M","-2.92%"
"04/25/2023","60.00","60.00","60.75","59.70","988.19K","0.00%"
"04/24/2023","60.00","58.35","60.40","58.10","3.03M","2.56%"
"04/20/2023","58.50","58.20","58.50","57.65","1.55M","0.17%"
"04/19/2023","58.40","58.40","58.40","57.40","1.20M","0.00%"
"04/18/2023","58.40","57.35","58.40","57.35","1.39M","1.92%"
"04/17/2023","57.30","58.45","58.45","57.30","1.35M","-1.97%"
"04/14/2023","58.45","58.00","58.50","58.00","1.17M","0.43%"
"04/13/2023","58.20","58.35","58.50","57.70","748.77K","-0.26%"
"04/12/2023","58.35","58.30","58.50","57.55","1.97M","0.09%"
"04/11/2023","58.30","57.55","58.45","57.55","2.55M","1.30%"
"04/05/2023","57.55","58.20","59.00","57.55","500.04K","-1.12%"
"04/04/2023","58.20","58.60","58.75","57.40","1.46M","-0.68%"
"04/03/2023","58.60","58.50","58.60","57.85","1.08M","0.17%"
"03/31/2023","58.50","58.50","58.55","57.50","1.66M","0.00%"
"03/30/2023","58.50","58.00","58.55","57.80","895.49K","0.26%"
"03/29/2023","58.35","57.75","58.35","57.00","1.80M","2.37%"
"03/28/2023","57.00","57.85","58.25","57.00","1.65M","-1.55%"
"03/27/2023","57.90","57.50","58.05","57.50","911.81K","-1.03%"
"03/24/2023","58.50","57.20","58.50","57.20","1.86M","2.27%"
"03/23/2023","57.20","57.80","57.80","57.00","981.51K","0.18%"
"03/22/2023","57.10","58.50","59.00","57.10","1.33M","-2.39%"
"03/21/2023","58.50","57.50","59.15","57.20","4.47M","0.86%"
"03/20/2023","58.00","57.80","58.00","56.05","1.10M","1.05%"
"03/17/2023","57.40","56.50","57.60","56.50","3.97M","2.50%"
"03/16/2023","56.00","56.00","56.40","55.10","3.28M","-1.75%"
"03/15/2023","57.00","57.10","57.90","56.75","2.55M","0.00%"
"03/14/2023","57.00","57.80","57.80","55.10","4.60M","-4.04%"
"03/13/2023","59.40","59.65","59.80","59.05","1.75M","-0.50%"
"03/10/2023","59.70","60.10","60.10","59.50","777.78K","-0.67%"
"03/09/2023","60.10","61.50","61.50","60.10","2.15M","-2.51%"
"03/08/2023","61.65","59.05","61.65","58.85","2.17M","4.49%"
"03/07/2023","59.00","60.05","60.30","59.00","2.28M","-1.58%"
"03/06/2023","59.95","59.50","60.15","59.45","1.83M","1.27%"
"03/03/2023","59.20","59.15","60.00","59.15","2.64M","0.68%"
"03/02/2023","58.80","61.30","61.30","58.60","5.64M","-4.16%"
"03/01/2023","61.35","58.40","61.35","58.30","3.76M","5.41%"
"02/28/2023","58.20","59.50","60.70","58.20","7.23M","-2.84%"
"02/27/2023","59.90","59.20","59.90","59.10","2.87M","1.70%"
"02/24/2023","58.90","60.70","60.70","58.90","5.34M","0.00%"
"02/23/2023","58.90","60.70","60.70","58.90","5.34M","-2.16%"
"02/22/2023","60.20","61.50","61.50","59.85","3.45M","-2.43%"
"02/21/2023","61.70","59.85","61.70","59.80","1.74M","2.92%"
"02/20/2023","59.95","60.50","60.85","59.70","834.22K","-0.08%"
"02/17/2023","60.00","61.40","61.40","60.00","1.26M","-1.64%"
"02/16/2023","61.00","62.50","62.50","60.70","2.74M","-2.40%"
"02/15/2023","62.50","61.95","62.60","61.65","4.65M","0.89%"
"02/14/2023","61.95","61.40","62.00","61.15","6.03M","0.90%"
"02/13/2023","61.40","61.30","61.40","60.20","5.38M","0.08%"
"02/10/2023","61.35","60.00","61.35","59.80","2.59M","1.91%"
"02/09/2023","60.20","59.80","61.45","59.70","5.34M","0.67%"
"02/08/2023","59.80","58.90","60.40","58.55","3.94M","1.87%"
"02/07/2023","58.70","59.00","59.55","58.50","1.56M","-1.34%"
